coupleid,time,isdhappy1,isdhappy2,isdhappy3,isphappy1,isphappy2,isphappy3,isddepr1,isddepr2,isddepr3,ispdepr1,ispdepr2,ispdepr3,isdanx1r,isdanx2,isdanx3,ispanx1r,ispanx2,ispanx3,isdanger1,isdanger2,isdanger3,ispanger1,ispanger2,ispanger3
197,11,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,0,5,5,5,5,4,4,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1
198,1,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2
198,2,5,5,5,5,4,4,2,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1
198,3,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
198,4,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
198,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1
198,6,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,7,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
198,8,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,9,5,5,5,5,5,5,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
198,10,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,11,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1
198,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
198,13,5,5,5,5,5,5,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
198,14,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1,NA,NA,NA
200,0,3,2,2,4,4,3,2,1,1,1,1,1,4,4,5,2,2,2,1,2,1,1,2,1
200,1,NA,NA,NA,4,5,4,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,2,1
200,2,3,2,2,4,4,4,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1
200,3,NA,NA,NA,4,4,2,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
200,4,3,3,2,4,1,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1
200,5,3,3,3,4,3,2,1,1,1,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1
200,6,2,2,2,4,3,2,1,1,1,1,1,1,4,1,1,2,1,1,1,3,1,1,1,1
200,7,2,3,2,3,4,1,1,1,1,1,1,1,4,1,2,4,1,2,1,3,1,1,2,1
200,8,3,3,3,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
200,9,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,5,1,3,1,1,1,2,3,1
200,10,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
200,11,3,3,3,4,1,4,1,1,1,1,1,1,3,1,1,5,1,1,1,1,1,1,1,1
201,0,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
201,1,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
201,2,5,1,5,4,3,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
201,3,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
201,4,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
201,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
201,6,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,7,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1
201,8,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
201,9,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
201,10,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
201,11,5,5,5,5,4,4,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1
201,12,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,3,1,NA,NA,NA,1,1,1
201,13,5,5,5,5,3,4,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
202,0,5,5,5,5,3,4,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,4,1,1
202,1,5,4,2,NA,NA,NA,3,1,2,NA,NA,NA,2,2,1,NA,NA,NA,3,2,2,NA,NA,NA
202,2,5,5,5,3,2,2,1,1,1,1,3,2,1,1,1,3,3,2,1,1,1,1,2,3
202,3,3,3,3,3,3,1,3,3,3,3,1,3,3,3,3,3,1,1,3,3,3,1,4,1
202,4,5,5,5,4,2,2,1,1,1,3,4,4,1,1,1,2,2,4,1,1,1,3,2,2
202,5,5,4,4,3,3,2,3,2,4,4,2,3,2,2,3,4,2,4,3,2,3,3,4,2
202,6,3,3,3,2,3,4,3,3,3,3,4,2,3,3,3,4,2,3,3,3,3,4,3,3
202,7,3,3,2,3,3,3,2,3,3,3,2,2,4,3,3,4,4,4,3,4,4,3,3,3
202,8,3,4,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
202,9,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,0,5,4,4,3,3,2,1,1,1,1,3,2,2,1,1,3,3,3,1,1,1,1,2,2
203,1,3,3,3,3,2,2,2,3,2,4,4,3,4,1,2,4,4,3,1,1,1,4,3,3
203,2,3,3,3,3,2,3,3,1,1,4,3,2,2,1,4,5,3,3,1,1,3,3,3,2
203,3,2,2,3,3,3,3,4,3,3,3,3,3,3,1,4,3,3,3,4,4,5,3,3,3
203,4,3,3,3,3,3,3,3,4,3,3,3,3,2,1,3,3,3,3,2,4,4,3,3,3
203,5,3,3,3,2,3,2,3,3,2,2,3,3,3,2,1,4,3,2,3,3,2,2,3,3
203,6,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3
203,7,3,2,3,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3
203,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
203,9,3,4,5,3,3,3,2,2,2,3,3,3,2,1,2,3,3,3,2,4,2,3,3,3
203,10,3,3,3,2,2,4,3,3,3,2,4,3,3,3,3,3,3,4,3,3,3,3,3,3
203,11,4,4,4,4,4,4,1,1,1,4,4,4,2,1,3,2,4,4,1,1,1,4,4,4
203,12,3,4,4,3,3,3,1,3,3,3,3,3,3,3,4,3,3,3,1,2,1,3,3,3
203,13,2,2,2,3,3,3,4,4,4,3,3,3,4,3,3,3,3,3,4,2,3,3,3,3
206,0,4,4,1,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
206,1,3,4,1,4,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
206,2,1,2,1,2,2,3,1,1,1,3,2,2,4,1,1,4,1,1,1,1,1,1,2,2
206,3,1,1,1,4,4,3,1,1,1,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1
206,4,1,2,1,4,3,3,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,2,3,2
206,5,1,1,1,3,3,3,1,1,1,1,1,1,5,1,1,3,1,1,4,1,4,1,1,1
206,6,1,1,1,4,4,4,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1
206,7,3,3,1,3,3,3,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1
206,8,3,1,1,4,3,4,1,1,1,1,1,1,5,1,1,3,1,1,1,1,1,3,3,3
206,9,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,2,1,NA,NA,NA
206,10,1,1,1,4,3,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1
206,11,1,1,1,4,3,4,1,4,1,1,1,1,5,1,1,3,1,1,1,1,1,1,1,1
206,12,1,1,1,4,4,4,1,1,1,1,1,1,5,1,1,2,1,1,1,1,1,1,1,1
207,0,3,4,3,4,4,4,1,1,2,1,1,2,3,3,3,2,1,1,1,2,1,1,3,2
207,1,4,4,4,NA,NA,NA,2,1,2,NA,NA,NA,3,2,4,NA,NA,NA,2,2,1,NA,NA,NA
207,2,1,1,1,3,3,3,4,4,4,1,1,2,4,3,4,3,1,1,4,5,4,1,2,1
207,3,3,4,1,NA,NA,NA,2,2,1,NA,NA,NA,2,3,4,NA,NA,NA,1,1,1,NA,NA,NA
207,4,3,1,2,4,4,4,3,5,4,1,1,1,4,2,4,2,1,1,5,4,5,1,2,1
207,5,3,3,1,5,3,3,3,4,2,1,1,2,3,4,5,3,1,1,1,1,2,3,3,3
207,6,NA,NA,NA,5,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,2,1
207,7,2,3,1,NA,NA,NA,2,3,2,NA,NA,NA,5,3,4,NA,NA,NA,1,4,1,NA,NA,NA
207,8,3,2,1,NA,NA,NA,3,4,1,NA,NA,NA,3,4,4,NA,NA,NA,2,4,1,NA,NA,NA
207,9,3,2,2,NA,NA,NA,4,4,4,NA,NA,NA,3,4,4,NA,NA,NA,4,4,4,NA,NA,NA
207,10,4,3,2,NA,NA,NA,2,2,2,NA,NA,NA,3,2,3,NA,NA,NA,1,2,1,NA,NA,NA
207,11,3,4,3,NA,NA,NA,1,2,1,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1,NA,NA,NA
207,12,3,3,1,3,2,2,1,4,3,1,1,2,4,3,4,2,1,3,2,4,3,2,2,2
207,13,4,3,2,NA,NA,NA,1,1,1,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA
207,14,4,4,2,NA,NA,NA,1,1,1,NA,NA,NA,3,3,3,NA,NA,NA,1,2,1,NA,NA,NA
209,0,5,4,4,5,5,4,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1
209,1,4,4,4,4,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
209,2,4,4,4,5,5,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1
209,3,4,4,4,4,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
209,4,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,5,4,4,4,5,4,5,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1
209,6,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,7,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1
209,8,4,4,4,4,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
209,9,4,4,4,5,4,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
209,10,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,11,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,12,5,5,5,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,13,5,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
210,0,4,4,3,4,4,4,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1
210,1,4,4,4,5,5,5,1,1,2,1,1,1,2,1,1,4,1,1,2,1,1,1,1,1
210,2,4,4,4,5,4,4,4,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
210,3,4,4,3,4,4,4,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
210,4,3,3,3,3,2,3,1,2,2,3,1,3,3,1,1,4,2,3,1,1,1,4,4,3
210,5,3,3,3,4,3,3,2,3,2,1,1,1,3,1,1,3,1,2,2,1,1,1,2,1
210,6,3,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
210,7,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
210,8,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
210,9,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1
210,10,3,3,3,4,4,4,1,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1
210,11,4,3,3,3,3,3,1,1,1,3,2,2,3,1,1,4,3,2,1,1,1,2,2,2
210,12,4,2,3,4,4,4,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1
210,13,4,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,2,1,1,NA,NA,NA
211,0,4,4,4,4,4,3,1,1,2,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1
211,1,4,4,4,4,4,4,1,1,1,1,1,1,3,1,3,2,1,2,1,2,1,1,1,1
211,2,3,3,3,3,3,3,2,1,2,1,1,1,3,2,2,3,1,2,1,1,1,1,2,1
211,3,4,4,4,3,3,2,2,2,2,1,2,2,3,2,3,3,2,3,1,1,1,3,3,3
211,4,3,3,2,4,4,4,4,4,4,2,1,2,3,2,2,3,2,2,1,1,1,1,2,1
211,5,3,3,3,3,3,3,3,3,3,1,1,1,4,3,2,3,2,3,3,2,3,1,2,1
211,6,4,4,4,4,3,3,2,2,2,1,1,1,3,2,2,3,3,3,1,1,1,1,1,1
211,7,3,3,3,3,3,3,3,2,3,1,1,1,4,3,3,3,2,2,1,1,1,1,1,1
211,8,3,3,3,NA,NA,NA,5,2,4,NA,NA,NA,3,1,3,NA,NA,NA,1,1,1,NA,NA,NA
211,9,4,4,4,5,4,4,2,2,2,1,1,1,2,2,3,3,3,3,1,1,1,1,3,2
211,10,3,4,4,4,4,4,2,2,2,1,1,2,3,3,4,4,4,3,2,3,2,1,3,3
211,11,3,2,3,NA,NA,NA,4,3,4,NA,NA,NA,4,4,5,NA,NA,NA,4,4,4,NA,NA,NA
212,0,2,3,2,5,5,5,4,5,5,1,1,1,3,1,3,5,1,1,4,5,3,1,1,1
212,1,3,3,3,5,5,5,3,4,3,1,1,1,4,1,3,1,1,1,4,4,4,1,1,1
212,2,4,3,4,3,3,3,2,1,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1
212,3,4,4,4,5,4,4,2,3,1,1,1,1,5,3,1,2,1,1,1,3,1,1,1,1
212,4,4,3,3,5,5,5,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
212,5,5,5,3,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
212,6,4,4,5,5,5,5,2,2,1,1,1,1,2,2,3,2,1,1,2,4,3,1,1,1
212,7,5,5,4,5,5,5,1,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1
212,8,2,3,2,5,5,5,4,4,1,1,1,1,3,3,3,1,1,1,4,4,1,1,1,1
212,9,5,4,5,5,5,5,2,1,2,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1
212,10,4,3,4,5,5,5,2,1,1,1,1,1,3,1,3,1,1,1,2,2,1,1,1,1
212,11,3,2,2,5,5,5,5,5,5,1,1,1,4,2,3,1,1,1,3,3,3,1,1,1
212,12,5,4,4,5,5,5,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1
214,0,4,4,4,4,4,4,1,1,1,1,2,1,3,1,1,4,1,1,1,2,1,1,1,1
214,1,5,4,4,5,3,3,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1
214,2,4,4,4,5,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
214,3,5,3,3,5,4,4,2,2,3,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1
214,4,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
214,5,5,4,4,5,3,4,1,1,1,1,2,1,3,3,2,3,1,1,1,1,1,1,1,1
214,6,4,4,4,4,4,4,1,1,1,1,1,1,3,2,2,2,1,1,1,1,1,1,1,1
214,7,5,4,4,4,4,4,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1
214,8,4,4,4,5,4,4,1,1,1,1,1,1,3,1,2,3,1,1,1,2,1,1,1,1
214,9,5,2,4,5,4,4,1,1,2,1,1,1,3,3,3,2,1,1,1,1,1,1,1,1
214,10,5,4,4,5,4,4,1,2,1,1,1,1,2,2,2,2,1,1,2,3,1,1,3,1
214,11,5,5,4,5,2,3,1,2,2,1,1,1,3,3,3,2,1,1,2,2,1,3,1,2
214,12,4,3,2,5,4,4,1,2,2,1,1,1,3,1,3,3,1,1,2,2,2,1,1,1
