coupleid,time,isdhappy1,isdhappy2,isdhappy3,isphappy1,isphappy2,isphappy3,isddepr1,isddepr2,isddepr3,ispdepr1,ispdepr2,ispdepr3,isdanx1r,isdanx2,isdanx3,ispanx1r,ispanx2,ispanx3,isdanger1,isdanger2,isdanger3,ispanger1,ispanger2,ispanger3
20,5,2,2,1,4,3,3,1,1,2,2,1,2,4,1,3,3,4,3,2,3,1,2,3,2
20,6,4,3,4,4,4,4,1,1,1,1,1,2,3,1,3,3,4,4,1,1,1,3,3,3
20,7,3,2,2,3,3,3,1,1,2,3,1,3,4,2,1,3,3,3,4,3,1,3,2,3
20,8,3,3,4,3,3,3,1,1,1,3,2,3,2,2,3,3,3,3,1,1,2,3,3,3
20,9,3,3,3,3,2,3,3,1,2,3,1,2,4,3,2,4,3,3,3,2,3,4,2,2
20,10,3,3,3,3,3,3,3,1,3,1,1,2,4,1,3,3,3,2,2,2,4,2,2,2
20,11,4,4,3,4,4,3,3,1,3,2,1,2,3,3,3,3,3,2,3,3,3,2,2,2
20,12,3,4,3,NA,NA,NA,3,2,2,NA,NA,NA,3,3,2,NA,NA,NA,3,2,2,NA,NA,NA
20,13,NA,NA,NA,3,4,3,NA,NA,NA,3,1,3,NA,NA,NA,3,3,3,NA,NA,NA,3,3,3
21,0,3,3,3,4,3,2,3,1,2,1,1,1,4,2,2,3,1,1,1,4,1,1,1,1
21,1,3,3,3,4,3,3,4,2,4,1,1,1,3,3,4,3,1,1,4,3,4,1,1,1
21,2,3,3,3,4,4,4,3,3,3,1,1,1,3,3,3,2,1,1,3,3,3,1,1,1
21,3,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,4,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,5,3,3,3,2,2,2,3,3,3,1,1,1,3,3,3,4,1,1,3,3,3,1,1,4
21,6,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,7,4,3,4,4,3,3,3,3,3,1,1,1,2,3,3,3,1,1,3,3,3,1,1,1
21,8,3,3,3,3,2,3,3,3,3,1,1,1,3,3,3,4,3,1,3,3,3,1,1,1
21,9,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,10,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,11,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
21,12,3,3,3,4,3,3,3,3,3,1,1,1,3,3,3,3,1,1,3,3,3,1,1,1
22,0,2,2,1,2,2,3,3,4,4,4,3,3,5,4,1,4,3,3,2,3,3,4,4,3
22,1,2,1,1,1,2,3,3,5,4,4,3,3,5,3,3,4,1,2,3,4,3,3,3,3
22,2,4,4,3,2,1,2,2,2,2,4,3,4,2,3,3,5,1,2,1,2,2,3,5,4
22,3,3,3,2,2,2,2,2,2,2,3,2,3,4,1,3,4,1,1,1,4,1,3,4,4
22,4,3,3,2,3,2,3,1,1,1,2,3,2,3,1,1,5,1,1,1,1,1,1,3,1
22,5,3,4,3,2,1,2,1,1,1,2,3,4,3,2,3,4,1,1,2,4,1,3,3,4
22,6,2,2,2,5,4,5,4,4,3,2,2,3,5,3,4,4,1,1,2,2,2,3,4,4
22,7,4,3,3,3,2,2,1,1,1,2,3,2,3,1,4,4,1,1,1,4,1,3,4,3
22,8,2,2,2,2,2,3,3,3,3,3,3,3,5,2,3,5,1,1,2,3,2,4,4,4
22,9,4,4,3,3,3,3,1,2,1,2,2,3,2,1,1,4,1,1,1,1,1,2,3,3
22,10,3,3,3,3,2,3,2,1,1,2,2,1,3,1,2,4,1,1,1,2,1,1,3,2
22,11,4,4,3,3,3,3,1,2,1,2,2,3,2,1,1,4,1,1,1,1,1,3,4,4
22,12,4,3,4,3,3,3,1,1,1,1,2,2,3,1,2,3,1,1,1,2,1,2,1,2
22,13,4,4,2,4,4,4,1,1,1,2,1,1,3,1,2,2,1,1,1,3,1,1,1,1
23,0,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,2,2
23,1,5,5,5,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
23,2,5,5,5,3,3,4,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1
23,3,5,5,5,4,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
23,4,5,5,5,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
23,5,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1
23,6,5,4,5,3,2,3,1,1,1,1,1,1,2,1,1,3,2,1,1,2,1,1,1,1
23,7,5,5,5,2,2,2,1,1,1,1,1,1,2,1,1,5,1,2,1,2,1,1,2,1
23,8,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,4,2,2,1,2,1,1,2,1
23,9,5,5,5,3,2,3,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,2,1
23,10,5,5,5,3,2,3,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1
23,11,4,4,4,3,2,3,1,1,1,1,1,1,2,1,1,3,1,2,1,2,1,1,1,1
23,12,5,5,5,2,2,3,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1
24,0,3,4,4,3,3,3,1,1,1,1,2,2,3,4,4,3,2,2,1,2,1,2,1,1
24,1,4,4,4,4,3,3,1,1,1,2,3,2,2,1,1,3,3,3,1,1,1,2,2,1
24,2,4,3,3,2,2,2,1,1,1,4,3,2,3,1,1,4,2,2,1,3,1,4,4,3
24,3,3,3,4,2,2,3,1,1,1,3,3,3,4,2,2,2,1,3,1,1,1,2,2,2
24,4,4,3,4,1,2,2,1,1,1,4,4,4,4,1,1,4,3,2,1,1,1,4,4,4
24,5,4,4,4,2,3,3,1,1,1,4,3,2,2,1,1,3,5,4,1,1,1,2,2,2
24,6,4,2,3,3,3,3,1,1,1,2,2,2,3,1,1,3,2,3,2,3,3,2,3,2
24,7,4,4,4,3,4,3,1,1,1,1,1,1,2,1,1,3,2,3,1,1,1,1,1,2
24,8,4,4,4,4,4,3,1,1,1,1,1,1,2,1,1,3,2,3,1,1,1,1,2,2
24,9,3,3,3,3,2,2,1,1,1,3,3,3,4,1,1,4,2,3,2,2,1,4,4,4
24,10,4,3,3,3,3,3,1,1,2,2,1,2,3,1,1,3,2,2,2,2,1,1,3,4
24,11,4,4,4,3,2,2,1,1,1,2,3,2,2,1,1,4,3,2,1,1,1,2,3,2
24,12,4,4,4,3,2,3,1,1,1,2,2,2,5,1,1,3,3,3,1,1,1,2,3,3
25,0,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1
25,1,3,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
25,2,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,2,1,2,1,3,2,1,2,1
25,3,4,4,3,3,4,4,1,1,4,2,1,2,4,1,2,4,2,2,3,3,4,1,2,1
25,4,3,3,3,4,4,4,1,1,2,1,1,2,3,1,1,2,1,2,2,3,3,2,2,1
25,5,3,2,4,3,4,4,1,1,2,1,1,2,4,1,1,3,2,2,3,3,3,1,2,1
25,6,4,3,3,4,4,4,1,1,1,2,1,2,2,1,1,2,1,1,3,3,3,2,2,1
25,7,3,3,4,4,4,4,1,1,1,1,1,1,3,1,2,2,1,1,2,3,3,1,2,1
25,8,3,4,3,4,4,4,1,1,1,1,1,1,2,1,2,2,2,2,3,3,3,1,1,1
25,9,3,3,3,4,4,4,1,1,3,1,1,1,3,1,1,2,1,2,2,3,3,1,2,1
25,10,4,3,4,4,4,4,1,1,1,1,1,1,2,1,2,2,1,1,2,3,1,1,2,1
25,11,4,2,3,4,4,4,1,1,1,1,1,1,2,1,2,2,1,1,2,1,3,1,1,1
25,12,4,4,4,4,4,4,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1
25,13,4,3,3,4,4,4,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1
26,0,5,5,4,NA,NA,NA,1,1,1,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1,NA,NA,NA
26,1,5,4,5,3,5,3,1,1,1,1,1,3,1,1,3,5,1,3,1,1,1,3,3,2
26,2,5,2,5,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
26,3,5,5,5,4,5,5,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,3,1
26,4,5,4,5,3,1,3,1,1,1,1,1,2,2,1,1,3,5,3,1,1,1,1,2,1
26,5,5,5,5,1,1,1,1,1,1,3,3,3,3,2,5,5,3,1,1,1,1,1,3,1
26,6,5,3,4,5,3,5,1,1,3,1,1,1,2,1,1,3,3,5,1,1,1,1,3,1
26,7,5,4,3,1,1,5,1,1,1,2,3,1,2,1,1,1,2,1,1,1,1,2,1,3
26,8,5,4,4,1,1,1,1,1,3,3,3,5,3,1,1,5,1,1,1,1,1,3,3,1
27,0,5,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
27,1,5,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
27,2,5,4,4,4,3,3,1,1,1,2,2,2,2,1,1,3,3,4,1,1,1,1,1,1
27,3,5,4,4,5,4,4,1,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1
27,4,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
27,5,4,4,4,3,4,3,1,1,1,3,4,3,2,1,1,2,1,1,1,1,1,1,1,1
27,6,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
27,7,4,4,4,5,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
27,8,4,4,4,5,4,5,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1
27,9,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
27,10,4,4,4,5,3,3,1,1,1,1,1,1,2,1,1,2,4,1,1,1,1,2,4,1
27,11,4,4,4,5,4,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
27,12,4,3,3,4,3,4,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
27,13,5,5,5,2,2,2,1,1,1,3,4,3,1,1,1,4,1,1,1,1,1,1,1,1
28,0,5,4,4,5,5,5,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1
28,1,5,5,4,5,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
28,2,5,5,4,5,5,5,1,1,3,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1
28,3,5,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
28,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,4,1
28,5,5,4,4,5,5,4,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1
28,6,5,4,4,5,5,5,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,2,1
28,7,5,4,5,5,5,5,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
28,8,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1
28,9,5,4,4,5,5,5,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1
28,10,4,3,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
28,11,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
28,12,5,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
28,13,5,4,3,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
29,0,4,4,3,2,2,2,1,1,1,3,4,3,4,1,3,4,1,1,3,3,1,2,4,1
29,1,3,2,3,NA,NA,NA,1,1,4,NA,NA,NA,4,1,3,NA,NA,NA,2,4,4,NA,NA,NA
29,2,4,3,3,3,3,3,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,1
29,3,4,3,4,3,3,3,1,1,1,1,1,1,4,1,1,3,1,1,4,3,1,1,1,1
29,4,4,3,3,3,1,3,1,1,1,2,1,1,4,1,1,5,1,1,3,3,2,4,5,3
29,5,5,4,4,4,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
29,6,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
29,7,3,3,3,3,2,3,1,1,1,1,1,1,5,1,1,2,1,1,3,3,1,3,4,1
29,8,4,4,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
29,9,5,5,4,3,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
29,10,5,4,4,5,4,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
30,0,3,3,3,3,3,3,2,2,3,1,1,1,3,2,3,2,2,1,3,5,3,1,2,1
30,1,3,2,3,3,2,3,2,2,3,1,1,1,3,2,2,4,3,4,3,4,2,3,4,4
30,2,3,2,2,1,3,1,1,2,2,1,1,4,4,2,3,5,1,3,2,3,3,1,2,2
30,3,2,2,2,2,4,2,3,2,3,2,1,1,4,2,3,2,1,1,4,4,4,4,1,2
30,4,3,3,3,3,4,2,2,2,2,1,1,1,3,2,2,3,1,1,2,2,2,1,2,1
30,5,3,2,2,4,3,4,1,2,2,1,1,1,4,3,2,2,1,1,3,3,3,1,1,1
30,6,2,2,2,NA,NA,NA,2,2,3,NA,NA,NA,4,2,3,NA,NA,NA,2,3,3,NA,NA,NA
30,7,3,3,3,NA,NA,NA,2,2,2,NA,NA,NA,3,2,2,NA,NA,NA,2,2,2,NA,NA,NA
30,8,3,3,3,4,4,3,2,2,2,1,1,1,3,2,2,2,1,1,2,2,2,1,4,2
30,9,2,2,2,3,3,2,2,2,3,1,2,5,4,3,3,3,4,5,3,3,3,4,5,5
30,10,2,2,2,1,2,1,2,2,2,5,5,5,4,2,3,4,2,3,3,3,3,4,5,5
30,11,3,3,3,3,1,3,2,2,2,1,1,5,3,2,2,4,1,2,2,2,2,4,5,5
30,12,2,2,2,1,1,1,3,3,4,1,1,3,4,3,4,2,1,1,4,4,4,1,3,1
30,13,3,3,2,2,3,1,2,2,2,1,1,1,4,3,2,1,3,3,2,3,2,1,1,1
31,0,3,3,3,4,4,4,2,1,2,1,1,1,4,1,1,2,1,1,2,3,2,1,2,1
31,1,2,3,3,4,3,3,3,1,2,1,1,2,2,1,1,3,4,3,1,3,2,3,3,3
31,2,3,3,3,4,4,4,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1
31,3,2,3,3,3,2,1,2,1,1,2,1,1,2,1,1,4,1,2,1,1,1,1,1,2
31,4,2,2,3,4,4,4,1,1,2,1,1,1,3,1,1,3,1,2,2,1,2,1,1,1
31,5,3,3,3,4,3,4,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,3,1
31,6,2,2,2,5,5,5,3,2,3,1,1,1,4,1,1,1,1,1,3,2,3,1,1,1
31,7,3,3,3,3,2,3,2,2,1,2,2,3,2,1,1,4,1,4,1,1,1,2,3,1
31,8,2,2,2,4,4,4,4,1,3,1,1,1,4,1,1,3,1,4,3,4,3,1,2,1
31,9,2,2,2,3,3,4,4,1,3,1,1,1,4,1,1,3,1,2,3,4,3,1,2,2
31,10,3,3,3,4,4,3,1,1,1,1,1,1,3,1,1,3,1,2,1,3,2,1,1,1
31,11,3,3,3,3,3,3,1,1,1,1,2,2,2,1,1,3,1,2,1,1,1,1,2,1
31,12,3,3,3,3,3,3,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1,3,1
31,13,4,4,3,4,4,3,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,2,1
32,0,3,4,3,4,5,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
32,1,4,4,4,3,2,3,1,1,1,1,1,2,2,1,2,4,2,2,1,3,1,2,2,2
32,2,3,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,2,NA,NA,NA,1,1,1,NA,NA,NA
32,3,3,5,4,4,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,4,4,3,3,4,5,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
32,5,4,4,3,5,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
32,6,NA,NA,NA,4,1,2,NA,NA,NA,1,1,1,NA,NA,NA,4,1,1,NA,NA,NA,1,2,1
32,7,3,1,1,3,3,3,2,2,2,1,1,1,5,1,3,3,1,1,3,4,4,1,1,1
32,8,4,4,3,4,4,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1
32,9,4,5,4,4,5,4,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
32,10,3,4,3,4,4,4,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
32,11,3,4,3,3,3,3,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1
32,12,4,4,3,4,4,4,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1
32,13,5,4,3,NA,NA,NA,1,1,1,NA,NA,NA,2,4,5,NA,NA,NA,1,1,1,NA,NA,NA
33,0,3,3,3,4,2,3,4,3,2,2,1,4,3,2,2,3,3,4,3,2,2,1,4,3
33,1,4,4,4,4,3,3,2,2,2,1,1,1,3,2,2,2,2,2,2,2,2,1,1,1
33,2,3,3,3,4,4,4,2,2,3,1,1,1,3,2,2,2,1,1,4,4,4,1,1,1
33,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
33,4,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
33,5,5,5,5,5,5,5,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1
33,6,NA,NA,NA,5,5,4,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1
33,7,4,4,4,NA,NA,NA,3,1,3,NA,NA,NA,2,1,1,NA,NA,NA,4,3,5,NA,NA,NA
33,8,4,3,4,5,5,5,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
33,9,5,5,5,5,5,5,2,1,2,1,1,1,3,2,1,1,1,1,2,3,2,1,1,1
33,10,3,3,3,3,2,3,4,1,3,1,1,3,3,4,3,4,1,2,4,1,4,4,4,4
33,11,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,2,NA,NA,NA,1,3,1,NA,NA,NA
34,0,4,4,3,4,3,3,1,1,1,1,1,1,4,1,1,3,1,1,2,3,1,3,4,2
34,1,5,4,4,4,4,4,1,1,1,1,1,1,3,1,1,2,1,1,2,3,1,1,1,1
34,2,5,4,4,4,2,3,1,1,1,1,1,4,2,1,1,3,1,1,1,1,1,4,4,4
34,3,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
34,4,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
34,5,3,2,3,3,2,3,1,1,4,2,1,4,4,1,2,4,1,1,4,4,3,3,4,3
34,6,4,3,3,4,4,4,1,1,1,1,1,2,3,1,1,3,1,1,3,3,2,2,3,1
34,7,4,4,4,3,2,3,1,1,1,1,1,4,3,1,1,4,1,2,1,2,1,4,5,4
34,8,4,3,4,4,4,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,2,1
34,9,4,3,4,5,4,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1
34,10,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
34,11,4,5,5,4,4,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
34,12,4,3,4,3,3,3,1,1,1,1,2,3,3,1,1,4,1,2,1,2,1,1,2,1
35,0,4,3,3,3,3,2,1,2,1,3,3,3,3,2,2,5,1,1,1,2,1,4,4,3
35,1,4,2,2,4,4,3,2,2,2,5,2,3,4,1,1,5,1,2,1,3,1,3,3,3
35,2,4,2,3,5,5,5,1,2,3,1,1,1,2,2,2,1,1,3,1,3,1,1,1,1
35,3,4,2,3,5,5,5,1,2,2,1,1,1,3,2,2,1,1,5,2,2,1,1,1,1
35,4,4,2,3,5,5,5,1,2,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1
35,5,5,3,2,4,4,4,1,2,1,3,1,1,3,1,1,2,1,4,1,1,1,1,2,2
35,6,4,2,2,5,5,5,1,2,1,1,1,1,4,2,1,1,1,5,1,2,1,1,1,1
35,7,4,3,2,5,5,5,1,2,2,1,1,1,4,2,1,1,1,5,1,1,1,1,1,1
35,8,4,2,2,5,5,5,1,2,2,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1
35,9,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
35,10,5,2,2,5,5,5,2,2,1,1,1,1,4,2,2,1,1,5,1,2,1,1,1,1
35,11,4,2,2,5,5,5,1,2,2,1,1,1,4,2,1,1,1,5,1,2,1,1,1,1
36,0,4,4,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,1,5,4,5,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
36,2,5,5,4,NA,NA,NA,1,1,1,NA,NA,NA,2,4,1,NA,NA,NA,1,1,1,NA,NA,NA
36,3,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
36,4,3,3,3,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
36,5,3,3,3,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1
36,6,3,3,3,NA,NA,NA,1,1,3,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
36,7,5,3,4,5,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,5,1
36,8,1,1,1,5,5,5,1,1,1,1,1,1,3,3,1,1,1,1,4,3,1,1,1,1
36,9,3,3,3,5,5,5,3,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,1,1
36,10,1,1,1,1,1,1,5,2,5,5,5,5,4,2,1,5,5,5,3,1,1,5,5,5
36,11,3,3,3,2,3,3,4,1,3,5,1,5,2,1,1,3,1,1,1,1,1,5,5,5
37,0,3,4,3,4,4,4,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,1
37,1,NA,NA,NA,4,4,4,NA,NA,NA,2,1,1,NA,NA,NA,4,2,2,NA,NA,NA,1,2,1
37,2,3,3,3,4,4,4,1,1,1,2,1,1,3,1,1,3,2,2,1,1,1,1,2,1
37,3,3,4,3,4,4,4,1,1,1,3,1,1,2,1,1,4,1,1,1,1,1,1,2,1
37,4,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
37,5,NA,NA,NA,3,3,3,NA,NA,NA,3,2,3,NA,NA,NA,3,3,3,NA,NA,NA,4,4,4
37,6,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
37,7,3,3,3,4,4,4,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1
37,8,3,3,3,4,4,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1
37,9,3,3,3,4,4,4,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,3,1
37,10,3,3,3,4,4,4,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,2,1
37,11,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
37,12,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,2,NA,NA,NA,2,2,2
37,13,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
38,0,3,3,4,3,3,4,1,1,1,1,2,1,4,1,1,3,2,2,1,2,1,3,1,1
38,1,3,3,3,4,4,4,1,1,2,1,1,1,3,2,2,2,1,1,1,2,1,1,1,1
38,2,3,2,3,5,5,5,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1
38,3,3,2,2,4,4,4,2,1,4,1,1,1,4,4,3,2,1,3,3,4,4,1,1,1
38,4,3,3,3,5,5,5,2,1,1,1,2,1,3,2,1,2,1,3,1,1,1,1,1,1
38,5,3,3,2,4,4,2,1,1,2,1,2,2,3,1,1,2,3,2,1,1,1,1,2,1
38,6,3,3,2,4,3,4,2,1,2,1,2,1,3,2,2,2,4,4,1,1,1,1,3,1
38,7,3,3,3,NA,NA,NA,2,1,2,NA,NA,NA,4,2,3,NA,NA,NA,1,1,1,NA,NA,NA
38,8,3,2,3,NA,NA,NA,2,1,1,NA,NA,NA,4,3,4,NA,NA,NA,1,2,1,NA,NA,NA
38,9,3,2,2,3,2,3,2,1,2,3,4,4,3,2,2,3,3,3,1,1,1,2,2,3
38,10,2,2,2,2,2,2,4,1,3,4,3,2,3,2,2,3,2,3,1,1,1,3,2,2
39,0,NA,NA,NA,3,3,3,NA,NA,NA,1,1,3,NA,NA,NA,3,1,1,NA,NA,NA,2,2,2
39,1,5,5,5,3,3,3,1,1,1,1,1,3,1,1,1,2,2,1,3,1,1,1,1,1
39,2,3,3,1,3,2,3,1,3,3,1,1,1,5,1,3,3,1,1,3,3,3,1,2,1
39,3,5,5,5,3,2,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
39,4,5,5,5,3,3,3,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,1
39,5,5,5,3,3,3,3,1,2,1,1,1,1,3,1,2,3,1,1,1,2,1,1,1,1
39,6,4,3,3,3,3,2,1,2,1,1,1,1,3,1,3,3,2,1,1,1,1,1,1,1
39,7,3,2,1,3,3,2,1,2,1,1,1,1,3,1,3,4,1,1,2,2,1,1,1,1
39,8,5,5,3,3,3,3,1,1,1,1,1,1,3,1,3,3,1,1,1,1,1,1,1,1
39,9,5,3,3,4,4,3,1,2,1,1,1,1,4,1,3,1,1,1,1,2,1,1,1,1
39,10,5,5,2,3,4,3,1,2,1,1,1,3,5,2,2,3,1,1,1,2,1,1,1,1
39,11,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1
39,12,5,5,5,4,5,4,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1
40,0,3,4,4,3,3,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1
40,1,5,4,4,2,3,2,1,1,1,1,1,1,2,2,1,4,1,1,1,3,1,1,2,1
40,2,4,4,3,2,3,2,1,1,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1
40,3,4,4,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
40,4,4,4,3,2,3,3,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1
40,5,3,3,2,NA,NA,NA,1,1,2,NA,NA,NA,3,1,1,NA,NA,NA,1,4,1,NA,NA,NA
